reg_no | back_codes | back_names
22102102001 | 102403,102404,102405,100408P | Fluid Mechanics,Instrumentation & Control,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102102002 | 102401,102403,100408P | Applied Thermodynamics,Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102102003 | 102401 | Applied Thermodynamics
22102102004 | 102401,102403,102405 | Applied Thermodynamics,Fluid Mechanics,Strength of Materials
22102102007 | 102402,102403 | Engineering Materials,Fluid Mechanics
22102102009 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102102010 | 102403,100408P | Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102102012 | 102403,102404,100408P | Fluid Mechanics,Instrumentation & Control,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104102007 | 104401,100408P | Analog Circuits,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104102015 | 104401,104402,104403 | Analog Circuits,Analog Communication,Digital Circuits
22105102001 | 100403,105401 | Digital Electronics,Computer Organization & Architecture
22105102004 | 100403 | Digital Electronics
22105102005 | 100407 | Human Resource Development and Organizational Behavior
22105102006 | 100403,105401,105403 | Digital Electronics,Computer Organization & Architecture,Operating Systems
22105102008 | 100403,100404,105402 | Digital Electronics,Discrete Mathematics,Design & Analysis of Algorithms
22105102009 | 100404 | Discrete Mathematics
22105102011 | 100403 | Digital Electronics
22105102012 | 100404,105403 | Discrete Mathematics,Operating Systems
22105102016 | 105401,105403 | Computer Organization & Architecture,Operating Systems
22105102018 | 100404,100407,105401 | Discrete Mathematics,Human Resource Development and Organizational Behavior,Computer Organization & Architecture
22105102023 | 100403,105403 | Digital Electronics,Operating Systems
22105102024 | 105403 | Operating Systems
22105102025 | 100403,105403 | Digital Electronics,Operating Systems
22105102027 | 100403,100404,105403 | Digital Electronics,Discrete Mathematics,Operating Systems
22105102034 | 100403,105401,105402,105403 | Digital Electronics,Computer Organization & Architecture,Design & Analysis of Algorithms,Operating Systems
22105102036 | 100403,100404,105402 | Digital Electronics,Discrete Mathematics,Design & Analysis of Algorithms
22105102038 | 105403 | Operating Systems
22105102040 | 100403,100404,105401 | Digital Electronics,Discrete Mathematics,Computer Organization & Architecture
22105102048 | 100403,100404,105403 | Digital Electronics,Discrete Mathematics,Operating Systems
22105102053 | 100403,105402 | Digital Electronics,Design & Analysis of Algorithms
22110102005 | 110401,110402 | Analog Electronics,Electrical Machines – II
22101103003 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103006 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103007 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103008 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103011 | 101403,101406,100408P | Engineering Geology,Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103014 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103015 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103016 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103022 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103023 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103024 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103025 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101103027 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102103001 | 102402,100408P | Engineering Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102103002 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102103003 | 102402,100408P | Engineering Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102103004 | 102402,100408P | Engineering Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104103001 | 104401 | Analog Circuits
22104103002 | 104401 | Analog Circuits
22104103003 | 104401,104405,100408P | Analog Circuits,Semiconductor Physics and Devices,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22105103008 | 100403,105401 | Digital Electronics,Computer Organization & Architecture
22105103009 | 100403 | Digital Electronics
22105103054 | 100403,100403P,105401P,105402P,105403P | Digital Electronics,Digital Electronics (Practical),Computer Organization & Architecture (Practical),Design & Analysis of Algorithms (Practical),Operating Systems (Practical)
22110103002 | 110406 | Signals and Systems
22110103005 | 110401,110406 | Analog Electronics,Signals and Systems
22110103010 | 110401 | Analog Electronics
22101106002 | 101403,101404,100408P | Engineering Geology,Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101106008 | 101403,101404,100408P | Engineering Geology,Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101106009 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101106017 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101106025 | 101403,101406,101407,100408P | Engineering Geology,Materials, Testing & Evaluation,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101106032 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101106033 | 101403,101405,100408P | Engineering Geology,Introduction to Solid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101106036 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101106037 | 101403,101404,100408P | Engineering Geology,Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101106042 | 101403,100408P | Engineering Geology,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102106006 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102106008 | 102402,100408P | Engineering Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102106014 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102106019 | 102401,100408P | Applied Thermodynamics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102106020 | 102401,102403,102405,100408P | Applied Thermodynamics,Fluid Mechanics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22103106005 | 100401,103401 | Biology for Engineers,Electrical and Electronics Measurement
22103106006 | 100401,103404 | Biology for Engineers,Signals and Systems
22103106007 | 100401,100403,103401,103402 | Biology for Engineers,Digital Electronics,Electrical and Electronics Measurement,Electrical Machines – II
22103106008 | 100401,100403 | Biology for Engineers,Digital Electronics
22103106017 | 100401,103401,103403 | Biology for Engineers,Electrical and Electronics Measurement,Mathematics – III (Probability and Statistics)
22103106019 | 103401,103402,103404 | Electrical and Electronics Measurement,Electrical Machines – II,Signals and Systems
22103106020 | 103404 | Signals and Systems
22103106021 | 103402 | Electrical Machines – II
22105106005 | 105403 | Operating Systems
22105106006 | 100403,105403 | Digital Electronics,Operating Systems
22105106007 | 100403 | Digital Electronics
22105106010 | 100403 | Digital Electronics
22105106012 | 100403,105403 | Digital Electronics,Operating Systems
22105106013 | 100403,105401 | Digital Electronics,Computer Organization & Architecture
22105106020 | 100403 | Digital Electronics
22105106022 | 100404,105401,105403 | Discrete Mathematics,Computer Organization & Architecture,Operating Systems
22105106026 | 100403 | Digital Electronics
22105106027 | 105402 | Design & Analysis of Algorithms
22105106032 | 100403 | Digital Electronics
22105106035 | 100403,105403 | Digital Electronics,Operating Systems
22105106039 | 105403 | Operating Systems
22105106055 | 100404 | Discrete Mathematics
22101107001 | 101403,100408P | Engineering Geology,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107004 | 101404,101406 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation
22101107005 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107006 | 101406,101407,100408P | Materials, Testing & Evaluation,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107007 | 101404 | Introduction to Fluid Mechanics
22101107011 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107013 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107014 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107019 | 101403,101406,100408P | Engineering Geology,Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107021 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107023 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107024 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107025 | 101406 | Materials, Testing & Evaluation
22101107029 | 101407 | Mechanical Engineering
22101107033 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101107049 | 101404,101407 | Introduction to Fluid Mechanics,Mechanical Engineering
22101107050 | 101406 | Materials, Testing & Evaluation
22102107008 | 102401 | Applied Thermodynamics
22102107015 | 102403,102404,100408P | Fluid Mechanics,Instrumentation & Control,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102107017 | 102401,102404 | Applied Thermodynamics,Instrumentation & Control
22102107018 | 102401,100408P | Applied Thermodynamics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102107020 | 102403 | Fluid Mechanics
22102107025 | 102404,100408P | Instrumentation & Control,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102107028 | 102401,102403,100408P | Applied Thermodynamics,Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102107033 | 102401 | Applied Thermodynamics
22102107042 | 102404 | Instrumentation & Control
22102107051 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22103107001 | 100403,103402 | Digital Electronics,Electrical Machines – II
22103107002 | 103401,103402 | Electrical and Electronics Measurement,Electrical Machines – II
22103107004 | 100403 | Digital Electronics
22103107006 | 103402 | Electrical Machines – II
22103107015 | 100403,103404 | Digital Electronics,Signals and Systems
22103107018 | 103401 | Electrical and Electronics Measurement
22103107022 | 100401,103401 | Biology for Engineers,Electrical and Electronics Measurement
22103107039 | 103404 | Signals and Systems
22103107041 | 103401,103404 | Electrical and Electronics Measurement,Signals and Systems
22103107044 | 100403,103404 | Digital Electronics,Signals and Systems
22103107046 | 103404 | Signals and Systems
22103107049 | 103401 | Electrical and Electronics Measurement
22103107054 | 100403,103402,103404 | Digital Electronics,Electrical Machines – II,Signals and Systems
22103107055 | 103402 | Electrical Machines – II
22104107002 | 104401 | Analog Circuits
22104107004 | 104401,104402 | Analog Circuits,Analog Communication
22104107005 | 104401,104403 | Analog Circuits,Digital Circuits
22104107006 | 104401,104403 | Analog Circuits,Digital Circuits
22104107007 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104107009 | 104401 | Analog Circuits
22104107016 | 104401 | Analog Circuits
22104107023 | 104401 | Analog Circuits
22104107026 | 104401 | Analog Circuits
22104107031 | 104401 | Analog Circuits
22104107034 | 104401 | Analog Circuits
22106107026 | 106402 | Database management System
22106107031 | 106402 | Database management System
22101108007 | 101407,101408 | Mechanical Engineering,Structural Analysis
22101108013 | 101406 | Materials, Testing & Evaluation
22101108014 | 101408 | Structural Analysis
22101108016 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101108020 | 101401 | Civil Engineering - Societal & Global Impact
22101108021 | 101408 | Structural Analysis
22101108026 | 101408 | Structural Analysis
22101108027 | 101408 | Structural Analysis
22101108028 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101108029 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101108030 | 101402 | Disaster Preparedness & Planning
22101108032 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101108033 | 101408 | Structural Analysis
22101108035 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101108042 | 101404 | Introduction to Fluid Mechanics
22101108044 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101108049 | 101405,101406,101407,101408 | Introduction to Solid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering,Structural Analysis
22101108051 | 101406 | Materials, Testing & Evaluation
22102108002 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102108004 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102108009 | 102403,102405 | Fluid Mechanics,Strength of Materials
22102108011 | 102402 | Engineering Materials
22102108016 | 102402,102404,102405 | Engineering Materials,Instrumentation & Control,Strength of Materials
22102108019 | 102405 | Strength of Materials
22102108028 | 102405 | Strength of Materials
22102108029 | 102402,102404,102405,100408P | Engineering Materials,Instrumentation & Control,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102108031 | 102401,102403,102404,102405 | Applied Thermodynamics,Fluid Mechanics,Instrumentation & Control,Strength of Materials
22102108033 | 102404,102405 | Instrumentation & Control,Strength of Materials
22102108034 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102108035 | 102405 | Strength of Materials
22102108038 | 102404 | Instrumentation & Control
22102108040 | 102405 | Strength of Materials
22102108041 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102108042 | 102401,102403,102405 | Applied Thermodynamics,Fluid Mechanics,Strength of Materials
22102108055 | 102402,102405 | Engineering Materials,Strength of Materials
22102108058 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22103108002 | 103401,103404 | Electrical and Electronics Measurement,Signals and Systems
22103108015 | 103401 | Electrical and Electronics Measurement
22103108017 | 103401,103404 | Electrical and Electronics Measurement,Signals and Systems
22103108019 | 100401 | Biology for Engineers
22103108033 | 103404 | Signals and Systems
22103108034 | 103401,103404 | Electrical and Electronics Measurement,Signals and Systems
22103108035 | 103404 | Signals and Systems
22103108043 | 103404 | Signals and Systems
22103108048 | 100401,103404 | Biology for Engineers,Signals and Systems
22104108001 | 104403 | Digital Circuits
22104108013 | 104401 | Analog Circuits
22104108019 | 104401 | Analog Circuits
22104108028 | 104403 | Digital Circuits
22104108035 | 104401 | Analog Circuits
22104108037 | 104401 | Analog Circuits
22104108041 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104108044 | 104403,100408P | Digital Circuits,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104108046 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22104108050 | 104403 | Digital Circuits
22105108024 | 100403,105403 | Digital Electronics,Operating Systems
22105108025 | 105403 | Operating Systems
22105108032 | 105403 | Operating Systems
22105108035 | 105403 | Operating Systems
22105108036 | 105402 | Design & Analysis of Algorithms
22105108037 | 105403 | Operating Systems
22105108045 | 105403 | Operating Systems
22101109001 | 101404,101406 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation
22101109003 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109005 | 101404 | Introduction to Fluid Mechanics
22101109009 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109015 | 101404 | Introduction to Fluid Mechanics
22101109017 | 101406 | Materials, Testing & Evaluation
22101109018 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109021 | 101405 | Introduction to Solid Mechanics
22101109028 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109030 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109031 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109032 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109034 | 101404,101406 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation
22101109035 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109038 | 101406 | Materials, Testing & Evaluation
22101109042 | 101406,100408P | Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109044 | 101405,101408 | Introduction to Solid Mechanics,Structural Analysis
22101109047 | 101406 | Materials, Testing & Evaluation
22101109051 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109052 | 101406,101407,101408,100408P | Materials, Testing & Evaluation,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101109055 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109001 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109002 | 102405 | Strength of Materials
22102109004 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109005 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109009 | 102401,100408P | Applied Thermodynamics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109016 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109018 | 102401,100408P | Applied Thermodynamics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109021 | 102403,102405,100408P | Fluid Mechanics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109022 | 102401 | Applied Thermodynamics
22102109024 | 102402,102403,102405,100408P | Engineering Materials,Fluid Mechanics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109027 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109028 | 102401,102403,102405,100408P | Applied Thermodynamics,Fluid Mechanics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109029 | 102401,100408P | Applied Thermodynamics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109031 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109033 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109035 | 102403 | Fluid Mechanics
22102109037 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109039 | 102401,102402,102405 | Applied Thermodynamics,Engineering Materials,Strength of Materials
22102109040 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109042 | 102403,102405,100408P | Fluid Mechanics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109044 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109045 | 102403,100408P | Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109046 | 102401,102402,102403,102405,100408P | Applied Thermodynamics,Engineering Materials,Fluid Mechanics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109047 | 102405 | Strength of Materials
22102109050 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109052 | 102402 | Engineering Materials
22102109053 | 102402,100408P | Engineering Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102109056 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22105109016 | 100403,105403 | Digital Electronics,Operating Systems
22105109018 | 100403 | Digital Electronics
22105109025 | 100403 | Digital Electronics
22105109027 | 100403 | Digital Electronics
22105109056 | 105403 | Operating Systems
22110109002 | 100401 | Biology for Engineers
22110109003 | 100401,110402 | Biology for Engineers,Electrical Machines – II
22110109006 | 110401 | Analog Electronics
22110109007 | 110402 | Electrical Machines – II
22110109009 | 110406 | Signals and Systems
22110109014 | 110404 | Mathematics–III (Probability and Statistics)
22110109017 | 110401 | Analog Electronics
22110109019 | 110402 | Electrical Machines – II
22110109022 | 110403 | Industrial Economics & Foreign Trade
22110109024 | 110401,110402 | Analog Electronics,Electrical Machines – II
22110109028 | 110404,110406 | Mathematics–III (Probability and Statistics),Signals and Systems
22110109033 | 110404 | Mathematics–III (Probability and Statistics)
22110109035 | 110402,110406 | Electrical Machines – II,Signals and Systems
22110109038 | 110401,110404 | Analog Electronics,Mathematics–III (Probability and Statistics)
22110109048 | 110404 | Mathematics–III (Probability and Statistics)
22110109049 | 110402 | Electrical Machines – II
22110109050 | 110401,110404 | Analog Electronics,Mathematics–III (Probability and Statistics)
22110109052 | 110402 | Electrical Machines – II
22116109046 | 116401 | Fluids Mechanics
22101110003 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110005 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110015 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110018 | 101404,101405,101407,101408,100408P | Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110019 | 101408 | Structural Analysis
22101110021 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110027 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110028 | 101407 | Mechanical Engineering
22101110031 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110039 | 101406 | Materials, Testing & Evaluation
22101110041 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110042 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110051 | 101401,101402,101404,101405,101406,101407 | Civil Engineering - Societal & Global Impact,Disaster Preparedness & Planning,Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering
22101110052 | 101408 | Structural Analysis
22101110053 | 101406 | Materials, Testing & Evaluation
22101110054 | 101402,101406,100408P | Disaster Preparedness & Planning,Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110056 | 101403 | Engineering Geology
22101110057 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101110061 | 101405,100408P,101403P | Introduction to Solid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical),Engineering Geology (Practical)
22102110002 | 102405 | Strength of Materials
22102110005 | 102401,102402,102405,100408P | Applied Thermodynamics,Engineering Materials,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110007 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110009 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110011 | 102402,102405,100408P | Engineering Materials,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110014 | 102405 | Strength of Materials
22102110021 | 102403 | Fluid Mechanics
22102110025 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110028 | 102401 | Applied Thermodynamics
22102110031 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110032 | 102404 | Instrumentation & Control
22102110033 | 102401,100408P | Applied Thermodynamics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110034 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110037 | 102405 | Strength of Materials
22102110039 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110040 | 102403,102405 | Fluid Mechanics,Strength of Materials
22102110045 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110046 | 102401,102403,102405,100408P | Applied Thermodynamics,Fluid Mechanics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102110048 | 102405 | Strength of Materials
22102110049 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22105110004 | 100407,105403 | Human Resource Development and Organizational Behavior,Operating Systems
22105110005 | 105402 | Design & Analysis of Algorithms
22105110007 | 100403 | Digital Electronics
22105110022 | 100403 | Digital Electronics
22105110038 | 100403 | Digital Electronics
22105110044 | 100403 | Digital Electronics
22105110049 | 100403,105403 | Digital Electronics,Operating Systems
22110110036 | 110406 | Signals and Systems
22110110042 | 110402 | Electrical Machines – II
22110110046 | 110401,110402 | Analog Electronics,Electrical Machines – II
22110110055 | 110402 | Electrical Machines – II
22101111004 | 101406 | Materials, Testing & Evaluation
22101111005 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111006 | 101405,101406 | Introduction to Solid Mechanics,Materials, Testing & Evaluation
22101111007 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111010 | 101405,101408 | Introduction to Solid Mechanics,Structural Analysis
22101111011 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111012 | 101406,101408,100408P | Materials, Testing & Evaluation,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111015 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111016 | 101405 | Introduction to Solid Mechanics
22101111018 | 101404,101408,100408P | Introduction to Fluid Mechanics,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111019 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111020 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111021 | 101401,101408 | Civil Engineering - Societal & Global Impact,Structural Analysis
22101111026 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111035 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111039 | 101401 | Civil Engineering - Societal & Global Impact
22101111044 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111046 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111047 | 101404,101406,100408P | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22101111049 | 101406 | Materials, Testing & Evaluation
22101111052 | 101404,101405 | Introduction to Fluid Mechanics,Introduction to Solid Mechanics
22102111002 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102111010 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102111012 | 102405 | Strength of Materials
22102111013 | 102405 | Strength of Materials
22102111026 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102111028 | 102401,102403 | Applied Thermodynamics,Fluid Mechanics
22102111031 | 102405 | Strength of Materials
22102111032 | 102405 | Strength of Materials
22102111034 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102111036 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102111041 | 102401,102405,100408P | Applied Thermodynamics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102111042 | 102401,102405 | Applied Thermodynamics,Strength of Materials
22102111043 | 102405,102403 | Strength of Materials,Fluid Mechanics
22102111044 | 102403 | Fluid Mechanics
22102111048 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
22102111049 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
